customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Churn Risk,Small Stores / Shops,Salesperson,Seasonal Surprise Box,501286.43,185,2709.66,525.27,4939.23
Churn Risk,Small Stores / Shops,Salesperson,Shop & Save Spectacular,579936.75,196,2958.86,538.88,4997.93
Churn Risk,Small Stores / Shops,Salesperson,Smart Shopper Week,511267.04,190,2690.88,504.73,4999.64
Churn Risk,Small Stores / Shops,Salesperson,Spring Refresh Event,443179.38,165,2685.94,526.59,4971.53
Churn Risk,Small Stores / Shops,Salesperson,Spring Splash Discounts,467847.91,167,2801.48,510.15,4984.68
Churn Risk,Small Stores / Shops,Salesperson,Summer Sizzle Promo,443534.29,179,2477.85,505.55,4960.75
Churn Risk,Small Stores / Shops,Salesperson,Super Savings Week,440520.11,165,2669.82,513.59,4998.99
Churn Risk,Small Stores / Shops,Salesperson,Ultimate Value Event,476152.45,168,2834.24,510.12,4951.48
Churn Risk,Small Stores / Shops,Salesperson,VIP Access Sale,502894.34,188,2674.97,530.11,4948.93
Churn Risk,Small Stores / Shops,Salesperson,Weekend Warrior Specials,490564.20,181,2710.30,506.11,4975.69
Churn Risk,Small Stores / Shops,Salesperson,Winter Clearance Carnival,502542.98,180,2791.91,532.03,4980.20
Churn Risk,Small Stores / Shops,Salesperson,Winter Wonders Sale,460787.58,169,2726.55,526.87,4978.08
Churn Risk,Small Stores / Shops,Senior Salesperson,12 Days of Deals,406395.09,159,2555.94,502.11,4977.32
Churn Risk,Small Stores / Shops,Senior Salesperson,Autumn Deals Drive,456845.95,162,2820.04,519.35,4937.45
Churn Risk,Small Stores / Shops,Senior Salesperson,BOGO Blitz,430943.11,167,2580.50,535.66,4978.54
Churn Risk,Small Stores / Shops,Senior Salesperson,Back to School Boost,365590.96,138,2649.21,506.54,4833.90
Churn Risk,Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,442132.40,153,2889.75,532.27,4997.36
Churn Risk,Small Stores / Shops,Senior Salesperson,Black Friday Blowout,443495.96,158,2806.94,503.63,4978.91
Churn Risk,Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,423431.25,153,2767.52,528.65,4954.06
Churn Risk,Small Stores / Shops,Senior Salesperson,Cashback Carnival,442713.36,165,2683.11,549.29,4992.80
Churn Risk,Small Stores / Shops,Senior Salesperson,Clearance Countdown,353721.52,131,2700.16,531.76,4970.76
Churn Risk,Small Stores / Shops,Senior Salesperson,Countdown to Savings,444338.12,155,2866.70,544.57,4955.14
Churn Risk,Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,478175.67,161,2970.04,525.36,4981.97
Churn Risk,Small Stores / Shops,Senior Salesperson,Cyber Monday Mania,433816.29,160,2711.35,568.17,4994.43
Churn Risk,Small Stores / Shops,Senior Salesperson,Deal of the Month,462237.79,164,2818.52,510.03,4962.17
Churn Risk,Small Stores / Shops,Senior Salesperson,Double Points Bonanza,400590.79,145,2762.70,519.81,4954.59
Churn Risk,Small Stores / Shops,Senior Salesperson,Early Bird Specials,404084.22,139,2907.08,531.55,4997.16
Churn Risk,Small Stores / Shops,Senior Salesperson,End of Season Sale,343799.38,131,2624.42,502.25,4981.94
Churn Risk,Small Stores / Shops,Senior Salesperson,Exclusive Insider Offers,440403.68,161,2735.43,514.75,4989.88
Churn Risk,Small Stores / Shops,Senior Salesperson,Festive Fever Promo,451474.03,153,2950.81,596.02,4998.24
Churn Risk,Small Stores / Shops,Senior Salesperson,Final Call Frenzy,467703.04,174,2687.95,513.55,4992.68
Churn Risk,Small Stores / Shops,Senior Salesperson,Flash Frenzy Friday,411270.58,155,2653.36,581.01,4963.75
Churn Risk,Small Stores / Shops,Senior Salesperson,"Gift More, Spend Less",420291.22,157,2677.01,521.94,4980.37
Churn Risk,Small Stores / Shops,Senior Salesperson,Golden Hour Bargains,408366.43,145,2816.32,537.08,4994.31
Churn Risk,Small Stores / Shops,Senior Salesperson,Green Weekend Deals,360058.31,138,2609.12,523.33,4952.78
Churn Risk,Small Stores / Shops,Senior Salesperson,Happy Hour Discounts,400685.55,151,2653.55,500.75,4945.83
Churn Risk,Small Stores / Shops,Senior Salesperson,Holiday Shopping Rush,402929.09,144,2798.12,534.43,4959.22
Churn Risk,Small Stores / Shops,Senior Salesperson,Hot Picks Promo,440887.57,159,2772.88,533.15,4990.76
Churn Risk,Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,427214.28,155,2756.22,500.07,4998.85
Churn Risk,Small Stores / Shops,Senior Salesperson,Limited Time Treasures,435127.28,172,2529.81,510.40,4989.05
Churn Risk,Small Stores / Shops,Senior Salesperson,Loyalty Rewards Blast,378448.55,143,2646.49,565.84,4991.43
Churn Risk,Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,432809.02,150,2885.39,515.58,4999.69
Churn Risk,Small Stores / Shops,Senior Salesperson,Mid-Year Madness,437449.76,167,2619.46,536.55,4965.06
Churn Risk,Small Stores / Shops,Senior Salesperson,Midnight Madness,408612.60,142,2877.55,502.75,4919.41
Churn Risk,Small Stores / Shops,Senior Salesperson,Mystery Discount Days,404963.91,158,2563.06,504.42,4971.47
Churn Risk,Small Stores / Shops,Senior Salesperson,New Arrival Showcase,443036.04,161,2751.78,530.40,4998.89
Churn Risk,Small Stores / Shops,Senior Salesperson,New Product Launch Promo,392733.77,150,2618.23,500.73,4981.24
Churn Risk,Small Stores / Shops,Senior Salesperson,New Year Kickoff,461402.04,165,2796.38,518.02,4981.27
Churn Risk,Small Stores / Shops,Senior Salesperson,Price Drop Parade,413220.40,156,2648.85,514.95,4946.69
Churn Risk,Small Stores / Shops,Senior Salesperson,Red Tag Clearance,429589.14,158,2718.92,550.63,4902.38
Churn Risk,Small Stores / Shops,Senior Salesperson,Seasonal Surprise Box,438613.69,168,2610.80,501.42,4992.28
Churn Risk,Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,428413.89,155,2763.96,527.26,4991.48
Churn Risk,Small Stores / Shops,Senior Salesperson,Smart Shopper Week,432888.17,157,2757.25,517.06,4980.87
Churn Risk,Small Stores / Shops,Senior Salesperson,Spring Refresh Event,398697.86,142,2807.73,522.47,4915.68
Churn Risk,Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,379131.11,141,2688.87,502.11,4960.86
Churn Risk,Small Stores / Shops,Senior Salesperson,Summer Sizzle Promo,440576.47,155,2842.43,513.04,4927.75
Churn Risk,Small Stores / Shops,Senior Salesperson,Super Savings Week,432159.81,149,2900.40,501.34,4986.02
Churn Risk,Small Stores / Shops,Senior Salesperson,Ultimate Value Event,328359.13,120,2736.33,622.09,4997.03
Churn Risk,Small Stores / Shops,Senior Salesperson,VIP Access Sale,376114.53,134,2806.82,556.48,4969.08
Churn Risk,Small Stores / Shops,Senior Salesperson,Weekend Warrior Specials,423162.08,161,2628.34,501.99,4990.53
Churn Risk,Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,422002.99,159,2654.11,522.50,4908.38
Churn Risk,Small Stores / Shops,Senior Salesperson,Winter Wonders Sale,437664.98,159,2752.61,535.39,4940.89
Churn Risk,Supermarkets ,Manager,12 Days of Deals,502178.21,172,2919.64,517.78,4995.63
Churn Risk,Supermarkets ,Manager,Autumn Deals Drive,521024.74,176,2960.37,513.29,4997.38
Churn Risk,Supermarkets ,Manager,BOGO Blitz,486984.70,179,2720.58,587.18,4984.45
Churn Risk,Supermarkets ,Manager,Back to School Boost,538836.00,212,2541.68,536.43,4993.57
Churn Risk,Supermarkets ,Manager,Birthday Bash Sale,443567.47,163,2721.27,500.37,4914.16
Churn Risk,Supermarkets ,Manager,Black Friday Blowout,493480.71,180,2741.56,525.22,4996.57
Churn Risk,Supermarkets ,Manager,Cart Crasher Campaign,462078.61,168,2750.47,569.51,4980.94
Churn Risk,Supermarkets ,Manager,Cashback Carnival,490780.17,169,2904.02,535.89,4984.45
Churn Risk,Supermarkets ,Manager,Clearance Countdown,475757.20,182,2614.05,508.53,4995.43
Churn Risk,Supermarkets ,Manager,Countdown to Savings,425533.19,158,2693.25,518.47,4977.91
Churn Risk,Supermarkets ,Manager,Customer Appreciation Week,489708.18,178,2751.17,518.27,4938.94
Churn Risk,Supermarkets ,Manager,Cyber Monday Mania,492192.44,169,2912.38,513.45,4981.82
Churn Risk,Supermarkets ,Manager,Deal of the Month,510322.05,180,2835.12,518.06,4987.09
Churn Risk,Supermarkets ,Manager,Double Points Bonanza,474044.42,170,2788.50,523.83,4980.18
Churn Risk,Supermarkets ,Manager,Early Bird Specials,437862.15,161,2719.64,565.79,4969.89
Churn Risk,Supermarkets ,Manager,End of Season Sale,494911.14,184,2689.73,549.63,4985.42
Churn Risk,Supermarkets ,Manager,Exclusive Insider Offers,498549.98,178,2800.84,546.05,4989.13
Churn Risk,Supermarkets ,Manager,Festive Fever Promo,461511.63,181,2549.79,516.45,4982.26
Churn Risk,Supermarkets ,Manager,Final Call Frenzy,527513.71,182,2898.43,505.76,4979.51
Churn Risk,Supermarkets ,Manager,Flash Frenzy Friday,544087.81,181,3006.01,599.53,4987.89
Churn Risk,Supermarkets ,Manager,"Gift More, Spend Less",438791.15,165,2659.34,603.04,4965.01
Churn Risk,Supermarkets ,Manager,Golden Hour Bargains,521066.15,176,2960.60,538.85,4958.53
Churn Risk,Supermarkets ,Manager,Green Weekend Deals,505679.13,176,2873.18,511.69,4986.11
Churn Risk,Supermarkets ,Manager,Happy Hour Discounts,392488.93,144,2725.62,508.72,4995.06
Churn Risk,Supermarkets ,Manager,Holiday Shopping Rush,460638.92,172,2678.13,500.17,4979.26
Churn Risk,Supermarkets ,Manager,Hot Picks Promo,503452.63,174,2893.41,506.70,4988.80
Churn Risk,Supermarkets ,Manager,Instant Gratification Sale,410822.42,153,2685.11,522.25,4961.45
Churn Risk,Supermarkets ,Manager,Limited Time Treasures,484339.03,179,2705.80,501.18,4968.53
Churn Risk,Supermarkets ,Manager,Loyalty Rewards Blast,453947.70,165,2751.20,572.79,4997.44
Churn Risk,Supermarkets ,Manager,Mega Weekend Bonanza,480784.85,186,2584.86,503.48,4996.67
Churn Risk,Supermarkets ,Manager,Mid-Year Madness,440525.99,163,2702.61,505.35,4991.08
Churn Risk,Supermarkets ,Manager,Midnight Madness,471429.84,164,2874.57,524.01,4995.95
Churn Risk,Supermarkets ,Manager,Mystery Discount Days,491790.74,181,2717.08,529.86,4995.76
Churn Risk,Supermarkets ,Manager,New Arrival Showcase,492780.74,185,2663.68,500.17,4990.13
Churn Risk,Supermarkets ,Manager,New Product Launch Promo,512843.54,182,2817.82,516.58,4978.75
Churn Risk,Supermarkets ,Manager,New Year Kickoff,482041.81,169,2852.32,560.75,4978.14
Churn Risk,Supermarkets ,Manager,Price Drop Parade,478038.66,177,2700.78,559.10,4978.22
Churn Risk,Supermarkets ,Manager,Red Tag Clearance,419060.44,163,2570.92,520.89,4900.15
Churn Risk,Supermarkets ,Manager,Seasonal Surprise Box,449536.36,161,2792.15,515.20,4964.92
Churn Risk,Supermarkets ,Manager,Shop & Save Spectacular,467627.56,166,2817.03,512.89,4985.96
Churn Risk,Supermarkets ,Manager,Smart Shopper Week,526922.23,193,2730.17,573.10,4992.28
Churn Risk,Supermarkets ,Manager,Spring Refresh Event,473388.68,177,2674.51,524.73,4951.22
Churn Risk,Supermarkets ,Manager,Spring Splash Discounts,442079.54,167,2647.18,506.63,4983.63
Churn Risk,Supermarkets ,Manager,Summer Sizzle Promo,407890.59,150,2719.27,527.21,4973.02
Churn Risk,Supermarkets ,Manager,Super Savings Week,432248.96,166,2603.91,506.36,4957.77
Churn Risk,Supermarkets ,Manager,Ultimate Value Event,540319.62,198,2728.89,503.99,4977.44
Churn Risk,Supermarkets ,Manager,VIP Access Sale,484971.54,179,2709.34,502.11,4978.52
Churn Risk,Supermarkets ,Manager,Weekend Warrior Specials,451713.41,160,2823.21,504.09,4993.94
Churn Risk,Supermarkets ,Manager,Winter Clearance Carnival,543433.96,200,2717.17,535.31,4995.61
Churn Risk,Supermarkets ,Manager,Winter Wonders Sale,509277.23,182,2798.23,510.86,4979.73
Churn Risk,Supermarkets ,Sales Associate,12 Days of Deals,492716.14,181,2722.19,551.89,4949.62
Churn Risk,Supermarkets ,Sales Associate,Autumn Deals Drive,473128.47,180,2628.49,501.19,4996.09
Churn Risk,Supermarkets ,Sales Associate,BOGO Blitz,505425.33,180,2807.92,509.26,4979.64
Churn Risk,Supermarkets ,Sales Associate,Back to School Boost,630827.18,226,2791.27,546.92,4984.57
Churn Risk,Supermarkets ,Sales Associate,Birthday Bash Sale,535277.46,192,2787.90,509.57,4985.32
Churn Risk,Supermarkets ,Sales Associate,Black Friday Blowout,478589.04,169,2831.89,503.18,4990.87
Churn Risk,Supermarkets ,Sales Associate,Cart Crasher Campaign,474991.52,170,2794.07,520.25,4996.45
Churn Risk,Supermarkets ,Sales Associate,Cashback Carnival,459343.25,179,2566.16,510.62,4940.79
Churn Risk,Supermarkets ,Sales Associate,Clearance Countdown,543826.61,200,2719.13,526.48,4998.56
Churn Risk,Supermarkets ,Sales Associate,Countdown to Savings,472013.07,167,2826.43,507.90,4996.16
Churn Risk,Supermarkets ,Sales Associate,Customer Appreciation Week,426852.91,169,2525.76,520.41,4997.68
Churn Risk,Supermarkets ,Sales Associate,Cyber Monday Mania,509660.37,186,2740.11,509.47,4983.58
Churn Risk,Supermarkets ,Sales Associate,Deal of the Month,532245.20,201,2647.99,502.65,4978.58
Churn Risk,Supermarkets ,Sales Associate,Double Points Bonanza,495769.23,186,2665.43,500.48,4991.43
Churn Risk,Supermarkets ,Sales Associate,Early Bird Specials,492948.19,184,2679.07,534.14,4972.88
Churn Risk,Supermarkets ,Sales Associate,End of Season Sale,538411.15,197,2733.05,520.33,4955.13
Churn Risk,Supermarkets ,Sales Associate,Exclusive Insider Offers,441507.82,150,2943.39,572.87,4966.63
Churn Risk,Supermarkets ,Sales Associate,Festive Fever Promo,518045.91,186,2785.19,525.64,4967.67
Churn Risk,Supermarkets ,Sales Associate,Final Call Frenzy,503771.00,175,2878.69,541.57,4993.58
Churn Risk,Supermarkets ,Sales Associate,Flash Frenzy Friday,471571.55,181,2605.37,507.64,4997.00
Churn Risk,Supermarkets ,Sales Associate,"Gift More, Spend Less",550947.49,204,2700.72,511.64,4948.22
Churn Risk,Supermarkets ,Sales Associate,Golden Hour Bargains,418156.87,154,2715.30,517.84,4971.94
Churn Risk,Supermarkets ,Sales Associate,Green Weekend Deals,634795.71,230,2759.98,572.34,4997.22
Churn Risk,Supermarkets ,Sales Associate,Happy Hour Discounts,480371.79,171,2809.19,503.04,4990.90
Churn Risk,Supermarkets ,Sales Associate,Holiday Shopping Rush,602875.96,217,2778.23,518.35,4993.89
Churn Risk,Supermarkets ,Sales Associate,Hot Picks Promo,581876.53,214,2719.05,517.08,4985.01
Churn Risk,Supermarkets ,Sales Associate,Instant Gratification Sale,477643.68,166,2877.37,569.98,4998.40
Churn Risk,Supermarkets ,Sales Associate,Limited Time Treasures,503314.83,180,2796.19,513.33,4962.32
Churn Risk,Supermarkets ,Sales Associate,Loyalty Rewards Blast,452487.01,163,2775.99,599.11,4963.52
Churn Risk,Supermarkets ,Sales Associate,Mega Weekend Bonanza,440832.88,156,2825.85,502.08,4998.00
Churn Risk,Supermarkets ,Sales Associate,Mid-Year Madness,470413.81,165,2850.99,517.92,4984.30
Churn Risk,Supermarkets ,Sales Associate,Midnight Madness,549097.16,204,2691.65,512.42,4919.33
Churn Risk,Supermarkets ,Sales Associate,Mystery Discount Days,540023.18,195,2769.35,545.62,4949.36
Churn Risk,Supermarkets ,Sales Associate,New Arrival Showcase,497164.97,176,2824.80,508.74,4969.22
Churn Risk,Supermarkets ,Sales Associate,New Product Launch Promo,523091.81,194,2696.35,509.22,4999.22
Churn Risk,Supermarkets ,Sales Associate,New Year Kickoff,428861.00,155,2766.85,519.86,4990.26
Churn Risk,Supermarkets ,Sales Associate,Price Drop Parade,478252.17,177,2701.99,508.52,4939.55
Churn Risk,Supermarkets ,Sales Associate,Red Tag Clearance,437600.13,162,2701.24,501.03,4950.27
Churn Risk,Supermarkets ,Sales Associate,Seasonal Surprise Box,497742.83,187,2661.73,525.09,4998.82
Churn Risk,Supermarkets ,Sales Associate,Shop & Save Spectacular,511174.73,182,2808.65,535.84,4991.11
Churn Risk,Supermarkets ,Sales Associate,Smart Shopper Week,498012.47,182,2736.33,509.77,4935.43
Churn Risk,Supermarkets ,Sales Associate,Spring Refresh Event,503101.86,184,2734.25,508.23,4979.37
Churn Risk,Supermarkets ,Sales Associate,Spring Splash Discounts,497299.98,191,2603.66,502.55,4836.71
Churn Risk,Supermarkets ,Sales Associate,Summer Sizzle Promo,495666.41,180,2753.70,531.33,4921.94
Churn Risk,Supermarkets ,Sales Associate,Super Savings Week,524781.16,191,2747.55,505.75,4997.19
Churn Risk,Supermarkets ,Sales Associate,Ultimate Value Event,503492.79,191,2636.09,556.64,4977.73
Churn Risk,Supermarkets ,Sales Associate,VIP Access Sale,545674.51,200,2728.37,530.38,4990.46
Churn Risk,Supermarkets ,Sales Associate,Weekend Warrior Specials,479846.24,178,2695.77,506.78,4994.80
Churn Risk,Supermarkets ,Sales Associate,Winter Clearance Carnival,607466.18,214,2838.63,510.18,4978.12
Churn Risk,Supermarkets ,Sales Associate,Winter Wonders Sale,464418.61,162,2866.78,519.83,4980.69
Churn Risk,Supermarkets ,Salesperson,12 Days of Deals,457555.71,176,2599.75,509.59,4968.86
Churn Risk,Supermarkets ,Salesperson,Autumn Deals Drive,431678.04,150,2877.85,698.40,4991.33
Churn Risk,Supermarkets ,Salesperson,BOGO Blitz,517874.36,182,2845.46,511.28,4996.75
Churn Risk,Supermarkets ,Salesperson,Back to School Boost,451216.17,170,2654.21,518.77,4974.32
Churn Risk,Supermarkets ,Salesperson,Birthday Bash Sale,540150.28,194,2784.28,506.71,4999.64
Churn Risk,Supermarkets ,Salesperson,Black Friday Blowout,534473.18,187,2858.15,536.29,4994.07
Churn Risk,Supermarkets ,Salesperson,Cart Crasher Campaign,462951.92,172,2691.58,511.88,4995.24
Churn Risk,Supermarkets ,Salesperson,Cashback Carnival,480061.74,177,2712.21,505.92,4999.22
Churn Risk,Supermarkets ,Salesperson,Clearance Countdown,435935.55,162,2690.96,512.27,4973.74
Churn Risk,Supermarkets ,Salesperson,Countdown to Savings,511896.48,183,2797.25,500.39,4995.99
Churn Risk,Supermarkets ,Salesperson,Customer Appreciation Week,470078.67,173,2717.22,503.77,4867.87
Churn Risk,Supermarkets ,Salesperson,Cyber Monday Mania,461349.51,163,2830.37,516.56,4966.57
Churn Risk,Supermarkets ,Salesperson,Deal of the Month,547486.78,190,2881.51,513.84,4995.45
Churn Risk,Supermarkets ,Salesperson,Double Points Bonanza,419619.08,169,2482.95,529.19,4939.74
Churn Risk,Supermarkets ,Salesperson,Early Bird Specials,469756.47,173,2715.36,524.31,4976.24
Churn Risk,Supermarkets ,Salesperson,End of Season Sale,475300.90,169,2812.43,530.31,4969.53
Churn Risk,Supermarkets ,Salesperson,Exclusive Insider Offers,440251.01,154,2858.77,508.78,4999.29
Churn Risk,Supermarkets ,Salesperson,Festive Fever Promo,541542.24,208,2603.57,510.97,4980.00
Churn Risk,Supermarkets ,Salesperson,Final Call Frenzy,482847.51,176,2743.45,521.29,4994.08
Churn Risk,Supermarkets ,Salesperson,Flash Frenzy Friday,520736.25,182,2861.19,511.58,4979.08
Churn Risk,Supermarkets ,Salesperson,"Gift More, Spend Less",521191.93,192,2714.54,500.71,4911.30
Churn Risk,Supermarkets ,Salesperson,Golden Hour Bargains,548384.75,195,2812.23,506.95,4991.51
Churn Risk,Supermarkets ,Salesperson,Green Weekend Deals,468870.35,161,2912.24,631.26,4958.31
Churn Risk,Supermarkets ,Salesperson,Happy Hour Discounts,572229.10,203,2818.86,540.18,4983.82
Churn Risk,Supermarkets ,Salesperson,Holiday Shopping Rush,475086.37,165,2879.31,532.56,4974.10
Churn Risk,Supermarkets ,Salesperson,Hot Picks Promo,523764.91,182,2877.83,595.06,4984.22
Churn Risk,Supermarkets ,Salesperson,Instant Gratification Sale,444256.37,162,2742.32,526.86,4932.28
Churn Risk,Supermarkets ,Salesperson,Limited Time Treasures,551772.51,192,2873.82,509.42,4998.70
