customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Premium Shopper,Small Stores / Shops,Cart Crasher Campaign,1828727.33,654,2796.22,500.78,4973.47
Premium Shopper,Small Stores / Shops,Cashback Carnival,1790109.87,646,2771.07,502.45,4999.14
Premium Shopper,Small Stores / Shops,Clearance Countdown,1893761.14,692,2736.65,501.13,4986.00
Premium Shopper,Small Stores / Shops,Countdown to Savings,1724413.18,639,2698.61,500.23,4978.44
Premium Shopper,Small Stores / Shops,Customer Appreciation Week,1868133.82,668,2796.61,501.25,4998.61
Premium Shopper,Small Stores / Shops,Cyber Monday Mania,1776158.04,647,2745.22,505.30,4986.38
Premium Shopper,Small Stores / Shops,Deal of the Month,1798307.37,647,2779.45,507.82,4986.45
Premium Shopper,Small Stores / Shops,Double Points Bonanza,1935093.65,690,2804.48,506.17,4998.02
Premium Shopper,Small Stores / Shops,Early Bird Specials,1775546.71,644,2757.06,506.68,4991.77
Premium Shopper,Small Stores / Shops,End of Season Sale,1857526.01,653,2844.60,501.06,4998.04
Premium Shopper,Small Stores / Shops,Exclusive Insider Offers,1856336.11,691,2686.45,500.07,4999.35
Premium Shopper,Small Stores / Shops,Festive Fever Promo,1930320.92,717,2692.22,503.82,4996.29
Premium Shopper,Small Stores / Shops,Final Call Frenzy,1811185.78,667,2715.42,502.59,4996.78
Premium Shopper,Small Stores / Shops,Flash Frenzy Friday,1776476.30,656,2708.04,504.35,4995.63
Premium Shopper,Small Stores / Shops,"Gift More, Spend Less",1889826.42,682,2771.01,508.46,4997.81
Premium Shopper,Small Stores / Shops,Golden Hour Bargains,1914420.45,666,2874.51,506.24,4998.56
Premium Shopper,Small Stores / Shops,Green Weekend Deals,1836818.99,665,2762.13,507.29,4992.17
Premium Shopper,Small Stores / Shops,Happy Hour Discounts,1811751.01,656,2761.82,526.25,4998.88
Premium Shopper,Small Stores / Shops,Holiday Shopping Rush,1694485.38,623,2719.88,501.56,4997.57
Premium Shopper,Small Stores / Shops,Hot Picks Promo,1802411.96,653,2760.20,500.73,4998.48
Premium Shopper,Small Stores / Shops,Instant Gratification Sale,1837629.39,665,2763.35,514.96,4977.85
Premium Shopper,Small Stores / Shops,Limited Time Treasures,1899760.36,682,2785.57,511.13,4988.75
Premium Shopper,Small Stores / Shops,Loyalty Rewards Blast,1751067.40,632,2770.68,500.73,4996.42
Premium Shopper,Small Stores / Shops,Mega Weekend Bonanza,1841227.81,672,2739.92,504.00,4989.86
Premium Shopper,Small Stores / Shops,Mid-Year Madness,1845623.62,655,2817.75,500.34,4964.30
Premium Shopper,Small Stores / Shops,Midnight Madness,1817314.17,656,2770.30,505.45,4993.54
Premium Shopper,Small Stores / Shops,Mystery Discount Days,1936533.86,681,2843.66,505.83,4986.91
Premium Shopper,Small Stores / Shops,New Arrival Showcase,1863500.74,660,2823.49,511.07,4996.20
Premium Shopper,Small Stores / Shops,New Product Launch Promo,1907991.53,691,2761.20,501.02,4996.19
Premium Shopper,Small Stores / Shops,New Year Kickoff,1728585.51,639,2705.14,502.26,4994.34
Premium Shopper,Small Stores / Shops,Price Drop Parade,1767935.79,644,2745.24,508.98,4996.80
Premium Shopper,Small Stores / Shops,Red Tag Clearance,1778269.90,658,2702.54,515.16,4991.96
Premium Shopper,Small Stores / Shops,Seasonal Surprise Box,1958850.58,721,2716.85,503.22,4982.46
Premium Shopper,Small Stores / Shops,Shop & Save Spectacular,1917313.08,693,2766.69,501.53,4989.80
Premium Shopper,Small Stores / Shops,Smart Shopper Week,1781860.75,662,2691.63,505.62,4997.07
Premium Shopper,Small Stores / Shops,Spring Refresh Event,1768170.58,644,2745.61,513.99,4993.03
Premium Shopper,Small Stores / Shops,Spring Splash Discounts,1715609.67,633,2710.28,517.73,4991.34
Premium Shopper,Small Stores / Shops,Summer Sizzle Promo,1745239.65,625,2792.38,523.97,4997.06
Premium Shopper,Small Stores / Shops,Super Savings Week,1908046.22,680,2805.95,504.15,4994.43
Premium Shopper,Small Stores / Shops,Ultimate Value Event,1704796.32,636,2680.50,500.17,4997.25
Premium Shopper,Small Stores / Shops,VIP Access Sale,1922734.13,685,2806.91,500.31,4994.03
Premium Shopper,Small Stores / Shops,Weekend Warrior Specials,1690597.17,630,2683.49,500.79,4995.02
Premium Shopper,Small Stores / Shops,Winter Clearance Carnival,1820762.99,669,2721.62,512.07,4986.12
Premium Shopper,Small Stores / Shops,Winter Wonders Sale,1809781.01,665,2721.48,506.14,4997.71
Premium Shopper,Supermarkets ,12 Days of Deals,1966571.75,709,2773.73,502.43,4990.47
Premium Shopper,Supermarkets ,Autumn Deals Drive,1922314.43,690,2785.96,511.04,4997.36
Premium Shopper,Supermarkets ,BOGO Blitz,1719230.91,651,2640.91,500.98,4986.87
Premium Shopper,Supermarkets ,Back to School Boost,1945701.41,697,2791.54,513.48,4997.92
Premium Shopper,Supermarkets ,Birthday Bash Sale,1794634.90,662,2710.93,503.22,4978.76
Premium Shopper,Supermarkets ,Black Friday Blowout,1867846.06,685,2726.78,500.60,4999.87
Premium Shopper,Supermarkets ,Cart Crasher Campaign,1930538.19,689,2801.94,504.51,4998.49
Premium Shopper,Supermarkets ,Cashback Carnival,1939390.18,699,2774.52,500.51,4987.73
Premium Shopper,Supermarkets ,Clearance Countdown,1903865.63,668,2850.10,501.31,4995.80
Premium Shopper,Supermarkets ,Countdown to Savings,2010615.25,722,2784.79,510.74,4996.95
Premium Shopper,Supermarkets ,Customer Appreciation Week,1963756.48,697,2817.44,507.42,4998.60
Premium Shopper,Supermarkets ,Cyber Monday Mania,1775145.04,650,2730.99,504.42,4993.48
Premium Shopper,Supermarkets ,Deal of the Month,1891616.05,706,2679.34,520.13,4980.89
Premium Shopper,Supermarkets ,Double Points Bonanza,1937349.32,703,2755.83,507.39,4993.50
Premium Shopper,Supermarkets ,Early Bird Specials,1760019.16,645,2728.71,509.54,4991.74
Premium Shopper,Supermarkets ,End of Season Sale,1842405.99,695,2650.94,500.31,4997.08
Premium Shopper,Supermarkets ,Exclusive Insider Offers,1843600.32,650,2836.31,516.84,4993.53
Premium Shopper,Supermarkets ,Festive Fever Promo,1772152.82,651,2722.20,502.37,4998.21
Premium Shopper,Supermarkets ,Final Call Frenzy,1980654.77,717,2762.42,506.46,4998.23
Premium Shopper,Supermarkets ,Flash Frenzy Friday,1886089.16,704,2679.10,500.97,4985.90
Premium Shopper,Supermarkets ,"Gift More, Spend Less",1757773.98,644,2729.46,515.52,4998.06
Premium Shopper,Supermarkets ,Golden Hour Bargains,1939121.70,702,2762.28,506.96,4996.13
Premium Shopper,Supermarkets ,Green Weekend Deals,1924974.76,714,2696.04,503.00,4996.26
Premium Shopper,Supermarkets ,Happy Hour Discounts,1995348.41,725,2752.20,501.43,4987.78
Premium Shopper,Supermarkets ,Holiday Shopping Rush,1984539.64,720,2756.31,501.91,4998.76
Premium Shopper,Supermarkets ,Hot Picks Promo,1836027.64,681,2696.08,525.18,4994.98
Premium Shopper,Supermarkets ,Instant Gratification Sale,1787521.47,662,2700.18,509.28,4987.90
Premium Shopper,Supermarkets ,Limited Time Treasures,1872102.04,669,2798.36,501.55,4995.92
Premium Shopper,Supermarkets ,Loyalty Rewards Blast,1777401.61,652,2726.08,507.19,4987.16
Premium Shopper,Supermarkets ,Mega Weekend Bonanza,1895262.03,694,2730.93,502.17,4977.51
Premium Shopper,Supermarkets ,Mid-Year Madness,1982202.70,725,2734.07,502.53,4995.65
Premium Shopper,Supermarkets ,Midnight Madness,1849718.29,669,2764.90,501.16,4997.66
Premium Shopper,Supermarkets ,Mystery Discount Days,1830874.56,680,2692.46,503.54,4999.55
Premium Shopper,Supermarkets ,New Arrival Showcase,1827715.70,660,2769.27,511.64,4997.29
Premium Shopper,Supermarkets ,New Product Launch Promo,1795201.50,656,2736.59,501.14,4994.66
Premium Shopper,Supermarkets ,New Year Kickoff,2010027.71,713,2819.11,506.98,4989.76
Premium Shopper,Supermarkets ,Price Drop Parade,1877902.96,675,2782.08,516.13,4994.05
Premium Shopper,Supermarkets ,Red Tag Clearance,1918472.91,694,2764.37,502.70,4996.14
Premium Shopper,Supermarkets ,Seasonal Surprise Box,1962324.71,700,2803.32,500.31,4989.51
Premium Shopper,Supermarkets ,Shop & Save Spectacular,1783955.43,651,2740.33,513.29,4993.27
Premium Shopper,Supermarkets ,Smart Shopper Week,1915059.22,689,2779.48,520.01,4996.44
Premium Shopper,Supermarkets ,Spring Refresh Event,1905601.34,696,2737.93,502.50,4997.79
Premium Shopper,Supermarkets ,Spring Splash Discounts,1895433.01,689,2750.99,508.64,4997.44
Premium Shopper,Supermarkets ,Summer Sizzle Promo,1873990.36,680,2755.87,500.81,4988.62
Premium Shopper,Supermarkets ,Super Savings Week,1895263.30,697,2719.17,520.77,4983.60
Premium Shopper,Supermarkets ,Ultimate Value Event,1901562.95,683,2784.13,506.18,4999.13
Premium Shopper,Supermarkets ,VIP Access Sale,1914783.56,712,2689.30,500.23,4995.80
Premium Shopper,Supermarkets ,Weekend Warrior Specials,1918237.64,680,2820.94,505.42,4984.36
Premium Shopper,Supermarkets ,Winter Clearance Carnival,1868858.52,689,2712.42,511.03,4996.69
Premium Shopper,Supermarkets ,Winter Wonders Sale,1955266.26,713,2742.31,505.91,4984.95
